users,ads,scaled_ads,,
377456,5.3,0.010845007,,
377463,10.8,0.023271577,,
377467,9.3,0.019882512,,
377468,37.25,0.083032083,,
377469,8.25,0.017510167,,
377489,61.4,0.137596023,,
377492,8.6,0.018300949,,
377495,28.8,0.063940352,,
377496,98.4,0.221192951,,
377500,29,0.064392228,,
377504,24.2,0.053547221,,
377512,23.85,0.052756439,,
377514,11.85,0.025643922,,
377531,29.1,0.064618165,,
377533,9.9,0.021238138,,
377551,8.4,0.017849074,,
377553,11.55,0.024966109,,
377558,23.4,0.05173972,,
377566,21.3,0.046995029,,
377577,13.65,0.0297108,,
377586,16.45,0.036037054,,
377590,14.6,0.031857207,,
377591,9.1,0.019430637,,
377600,8.9,0.018978762,,
377609,76.2,0.171034794,,
377615,8.15,0.01728423,,
377619,11.3,0.024401265,,
377630,46.25,0.103366471,,
377634,10.6,0.022819702,,
377635,46.4,0.103705377,,
377644,15.8,0.034568459,,
377645,28.65,0.063601446,,
377659,31.5,0.070040669,,
377668,10.8,0.023271577,,
377674,64.75,0.145164934,,
377675,18.6,0.040894713,,
377682,9.5,0.020334388,,
377690,25.1,0.05558066,,
377691,4.7,0.009489381,,
377693,30.4,0.067555355,,
377696,14,0.030501582,,
377714,1.4,0.002033439,,
377724,8,0.016945323,,
377733,11.1,0.02394939,,
377739,25.65,0.056823317,,
377749,10.8,0.023271577,,
377758,5.75,0.011861726,,
377759,16.05,0.035133303,,
377763,6.65,0.013895165,,
377768,10.35,0.022254858,,
377769,17.3,0.037957524,,
377772,36.7,0.081789426,,
377779,6.4,0.013330321,,
377789,13.8,0.030049706,,
377798,13.8,0.030049706,,
377802,10.9,0.023497515,,
377807,12.45,0.026999548,,
377827,6.8,0.014234071,,
377832,4.85,0.009828287,,
377850,7.8,0.016493448,,
377857,21.4,0.047220967,,
377859,16.8,0.036827836,,
377869,9.3,0.019882512,,
377879,2.85,0.005309535,,
377881,46.3,0.10347944,,
377883,55.2,0.12358789,,
377885,24.2,0.053547221,,
377909,15.7,0.034342521,,
377910,3.6,0.007004067,,
377940,57.25,0.128219611,,
377952,38.6,0.086082241,,
377955,25.5,0.05648441,,
377965,10.1,0.021690014,,
377968,47.1,0.105286941,,
377969,1.75,0.002824221,,
377989,6.7,0.014008134,,
377999,65.4,0.146633529,,
378006,6.4,0.013330321,,
378010,12,0.025982829,,
378012,20.7,0.045639404,,
378018,4.95,0.010054225,,
378030,59.5,0.133303208,,
378031,30.9,0.068685043,,
378032,64.2,0.143922277,,
378042,5,0.010167194,,
378045,14.8,0.032309083,,
378049,4.15,0.008246724,,
378050,21.45,0.047333936,,
378051,38.05,0.084839584,,
378069,16.8,0.036827836,,
378074,21.15,0.046656123,,
378076,9.6,0.020560325,,
378085,35.4,0.078852237,,
378091,11.05,0.023836421,,
378094,14.4,0.031405332,,
378096,43.8,0.097830999,,
378101,7.6,0.016041573,,
378102,27.45,0.060890194,,
378114,18.7,0.041120651,,
378119,61.2,0.137144148,,
378129,13.95,0.030388613,,
378133,63.6,0.142566652,,
378136,4,0.007907817,,
378152,7.9,0.016719385,,
378160,19.35,0.042589245,,
378167,1.95,0.003276096,,
378175,5.85,0.012087664,,
378179,49.35,0.110370538,,
378182,8.65,0.018413918,,
378204,47.45,0.106077723,,
378218,65,0.145729779,,
378232,46.5,0.103931315,,
378239,41.7,0.093086308,,
378247,11.2,0.024175328,,
378251,13.6,0.029597831,,
378254,45.6,0.101897876,,
378261,9.35,0.019995481,,
378280,8.3,0.017623136,,
378283,11.5,0.024853141,,
378296,14.45,0.031518301,,
378297,40.65,0.090713963,,
378301,5.8,0.011974695,,
378320,29.75,0.06608676,,
378349,5.9,0.012200633,,
378354,38.6,0.086082241,,
378361,13.3,0.028920018,,
378367,6.2,0.012878446,,
378371,9.7,0.020786263,,
378376,15.45,0.033777677,,
378394,18.9,0.041572526,,
378396,22,0.048576593,,
378409,15.8,0.034568459,,
378412,21,0.046317216,,
378426,12.1,0.026208766,,
378434,12.3,0.026660642,,
378459,11.65,0.025192047,,
378473,9.95,0.021351107,,
378477,17.45,0.03829643,,
378486,10.15,0.021802982,,
378489,21.5,0.047446905,,
378499,9.5,0.020334388,,
378520,6.4,0.013330321,,
378526,79.8,0.179168549,,
378529,4.7,0.009489381,,
378536,36.2,0.080659738,,
378540,13.4,0.029145956,,
378548,147.4,0.331902395,,
378561,8.1,0.017171261,,
378562,41.4,0.092408495,,
378563,50.9,0.113872571,,
378567,18.2,0.039990962,,
378571,22.3,0.049254406,,
378575,27.5,0.061003163,,
378580,3.15,0.005987347,,
378585,6.35,0.013217352,,
378586,26.9,0.059647537,,
378589,25.7,0.056936286,,
378591,6.5,0.013556258,,
378597,26.4,0.058517849,,
378614,6.45,0.01344329,,
378615,6.5,0.013556258,,
378633,52.85,0.118278355,,
378640,30.3,0.067329417,,
378642,16.9,0.037053773,,
378644,13,0.028242205,,
378651,41.7,0.093086308,,
378658,31.6,0.070266606,,
378659,16.65,0.036488929,,
378662,31.1,0.069136918,,
378663,38.6,0.086082241,,
378664,5.9,0.012200633,,
378672,87.4,0.19633981,,
378694,8.55,0.01818798,,
378705,3.9,0.00768188,,
378706,14.25,0.031066426,,
378707,40.2,0.089697244,,
378721,17.1,0.037505648,,
378741,28.6,0.063488477,,
378750,43.15,0.096362404,,
378760,20.8,0.045865341,,
378763,11.7,0.025305016,,
378765,62.6,0.140307275,,
378768,30.9,0.068685043,,
378769,26.25,0.058178943,,
378779,9.3,0.019882512,,
378787,7.8,0.016493448,,
378805,17.8,0.039087212,,
378818,16.7,0.036601898,,
378841,21.4,0.047220967,,
378846,4.05,0.008020786,,
378859,21.6,0.047672842,,
378860,15,0.032760958,,
378861,27.7,0.061455038,,
378866,10.6,0.022819702,,
378891,8.15,0.01728423,,
378892,12.6,0.027338455,,
378897,7.3,0.01536376,,
378901,6.6,0.013782196,,
378902,39.6,0.088341618,,
378914,11.7,0.025305016,,
378917,16.75,0.036714867,,
378925,57.3,0.12833258,,
378935,20.3,0.044735653,,
378938,60.45,0.135449616,,
378939,15.7,0.034342521,,
378952,8.25,0.017510167,,
378964,14,0.030501582,,
378968,24.3,0.053773159,,
378970,41.1,0.091730682,,
378981,40.5,0.090375056,,
378989,7.75,0.016380479,,
379004,11.1,0.02394939,,
379007,6.7,0.014008134,,
379008,7.9,0.016719385,,
379019,25.6,0.056710348,,
379046,18.3,0.0402169,,
379052,39.8,0.088793493,,
379067,53.2,0.119069137,,
379074,4.5,0.009037506,,
379077,23.1,0.051061907,,
379082,28.5,0.06326254,,
379089,34.5,0.076818798,,
379090,123.35,0.277564392,,
379096,4.2,0.008359693,,
379101,27.3,0.060551288,,
379107,3.45,0.00666516,,
379109,27.3,0.060551288,,
379111,10.2,0.021915951,,
379112,21.9,0.048350655,,
379113,3.75,0.007342973,,
379117,28.35,0.062923633,,
379129,23.7,0.052417533,,
379141,3.5,0.006778129,,
379165,26.3,0.058291911,,
379168,28.1,0.062358789,,
379170,11.6,0.025079078,,
379172,21.3,0.046995029,,
379178,28,0.062132851,,
379182,18.45,0.040555807,,
379186,9.15,0.019543606,,
379187,73.8,0.165612291,,
379189,7.4,0.015589697,,
379191,4.6,0.009263443,,
379194,20.4,0.044961591,,
379198,27.4,0.060777225,,
379207,28.8,0.063940352,,
379209,67.3,0.150926344,,
379221,14.5,0.03163127,,
379222,15.6,0.034116584,,
379229,11.75,0.025417985,,
379239,44.5,0.099412562,,
379242,51.9,0.116131948,,
379244,15.9,0.034794397,,
379274,27.3,0.060551288,,
379275,10.8,0.023271577,,
379290,48.6,0.108676005,,
379301,18.8,0.041346588,,
379302,6.6,0.013782196,,
379305,12.25,0.026547673,,
379321,9.4,0.02010845,,
379330,18.9,0.041572526,,
379331,6.15,0.012765477,,
379333,34.2,0.076140985,,
379334,5.45,0.011183913,,
379375,4,0.007907817,,
379379,11.7,0.025305016,,
379381,42.6,0.095119747,,
379393,24.8,0.054902847,,
379423,9,0.0192047,,
379431,27.8,0.061680976,,
379437,9.45,0.020221419,,
379444,9.8,0.021012201,,
379445,14.4,0.031405332,,
379448,32.1,0.071396295,,
379455,10.55,0.022706733,,
379457,22.8,0.050384094,,
379464,42.75,0.095458653,,
379468,54.25,0.121441482,,
379471,20.65,0.045526435,,
379474,9.8,0.021012201,,
379483,29.9,0.066425667,,
379488,4.75,0.00960235,,
379494,13.95,0.030388613,,
379501,15.5,0.033890646,,
379502,23.8,0.05264347,,
379509,6.05,0.012539539,,
379511,4.05,0.008020786,,
379519,12.4,0.026886579,,
379527,32.7,0.07275192,,
379531,29.3,0.065070041,,
379532,1.9,0.003163127,,
379536,37.65,0.083935834,,
379537,3.75,0.007342973,,
379538,3,0.005648441,,
379552,5.7,0.011748757,,
379565,142.25,0.320266606,,
379574,8.1,0.017171261,,
379577,8.75,0.018639855,,
379585,74,0.166064166,,
379616,25.05,0.055467691,,
379637,77,0.172842296,,
379647,12.4,0.026886579,,
379651,11.1,0.02394939,,
379670,5.2,0.010619069,,
379674,26.35,0.05840488,,
379692,4.8,0.009715319,,
379693,14.9,0.03253502,,
379697,20.4,0.044961591,,
379706,33.6,0.074785359,,
379713,27.15,0.060212381,,
379716,3.75,0.007342973,,
379718,11.1,0.02394939,,
379722,7.3,0.01536376,,
379726,13.9,0.030275644,,
379731,9.4,0.02010845,,
379747,10.4,0.022367826,,
379752,25.8,0.057162223,,
379757,51.2,0.114550384,,
379768,11.3,0.024401265,,
379788,6.3,0.013104383,,
379795,28.4,0.063036602,,
379803,21.45,0.047333936,,
379806,6.6,0.013782196,,
379812,12.8,0.02779033,,
379813,4.2,0.008359693,,
379814,4.8,0.009715319,,
379822,12.1,0.026208766,,
379823,5.5,0.011296882,,
379831,8.4,0.017849074,,
379834,1.9,0.003163127,,
379848,7.3,0.01536376,,
379859,18.5,0.040668775,,
379862,4.2,0.008359693,,
379870,32.15,0.071509263,,
379873,10.6,0.022819702,,
379895,12.15,0.026321735,,
379914,6.45,0.01344329,,
379924,5.6,0.01152282,,
379925,16.5,0.036150023,,
379930,12.6,0.027338455,,
379933,48.3,0.107998192,,
379941,27.55,0.061116132,,
379946,10.25,0.02202892,,
379952,23.6,0.052191595,,
379954,4.1,0.008133755,,
379961,13.8,0.030049706,,
379976,21.45,0.047333936,,
379977,14.3,0.031179394,,
379978,58.2,0.130366019,,
379993,30.4,0.067555355,,
379995,38.6,0.086082241,,
380004,22.3,0.049254406,,
380006,13.6,0.029597831,,
380010,10.9,0.023497515,,
380012,5.95,0.012313601,,
380019,12.15,0.026321735,,
380020,8.4,0.017849074,,
380034,13.5,0.029371893,,
380036,10,0.021464076,,
380037,16.3,0.035698147,,
380050,36.3,0.080885676,,
380057,2,0.003389065,,
380063,4.6,0.009263443,,
380078,4,0.007907817,,
380082,26.2,0.058065974,,
380088,37.4,0.08337099,,
380089,29.3,0.065070041,,
380097,26.9,0.059647537,,
380106,55.2,0.12358789,,
380119,7.85,0.016606417,,
380120,9.1,0.019430637,,
380133,63.25,0.14177587,,
380135,20.3,0.044735653,,
380136,33.55,0.07467239,,
380144,17.7,0.038861274,,
380146,59.6,0.133529146,,
380155,26.1,0.057840036,,
380156,11.3,0.024401265,,
380157,12.7,0.027564392,,
380164,16.8,0.036827836,,
380165,42.9,0.09579756,,
380187,17.8,0.039087212,,
380188,34.05,0.075802079,,
380204,4.8,0.009715319,,
380221,13.6,0.029597831,,
380223,18.75,0.04123362,,
380229,29.8,0.066199729,,
380236,4.7,0.009489381,,
380237,85.2,0.191369182,,
380242,10.3,0.022141889,,
380244,14,0.030501582,,
380248,11.3,0.024401265,,
380257,4.5,0.009037506,,
380258,9,0.0192047,,
380259,18.2,0.039990962,,
380269,17.8,0.039087212,,
380277,48.8,0.109127881,,
380282,11.5,0.024853141,,
380294,66.15,0.148328061,,
380304,13.3,0.028920018,,
380305,60.7,0.13601446,,
380321,21.3,0.046995029,,
380323,90,0.202214189,,
380327,26.25,0.058178943,,
380328,12.15,0.026321735,,
380330,13.7,0.029823769,,
380333,10.6,0.022819702,,
380336,23.1,0.051061907,,
380338,8.3,0.017623136,,
380346,27.4,0.060777225,,
380348,22.1,0.048802531,,
380349,14.4,0.031405332,,
380374,14.7,0.032083145,,
380381,36.15,0.080546769,,
380382,23.4,0.05173972,,
380385,7.5,0.015815635,,
380386,8.9,0.018978762,,
380388,7.6,0.016041573,,
380389,17.45,0.03829643,,
380403,29.7,0.065973791,,
380407,18,0.039539087,,
380433,17.1,0.037505648,,
380436,16.5,0.036150023,,
380456,57.25,0.128219611,,
380459,35.4,0.078852237,,
380467,5.6,0.01152282,,
380471,5.85,0.012087664,,
380477,12.3,0.026660642,,
380479,14.6,0.031857207,,
380487,79.75,0.179055581,,
380490,24.45,0.054112065,,
380491,10.2,0.021915951,,
380501,13.4,0.029145956,,
380502,44.4,0.099186624,,
380506,11.9,0.025756891,,
380515,45.5,0.101671939,,
380530,18.2,0.039990962,,
380538,18,0.039539087,,
380543,32.2,0.071622232,,
380557,21.45,0.047333936,,
380568,9.3,0.019882512,,
380569,44.45,0.099299593,,
380580,12.65,0.027451423,,
380584,75.25,0.168888387,,
380586,31.7,0.070492544,,
380587,13.2,0.02869408,,
380588,7.6,0.016041573,,
380591,15.5,0.033890646,,
380602,15.75,0.03445549,,
380615,9.8,0.021012201,,
380620,25.1,0.05558066,,
380625,32.4,0.072074108,,
380627,8,0.016945323,,
380646,27.2,0.06032535,,
380650,24.6,0.054450972,,
380681,6.45,0.01344329,,
380682,9.4,0.02010845,,
380684,26,0.057614099,,
380688,32.5,0.072300045,,
380699,6.05,0.012539539,,
380700,5.4,0.011070944,,
380708,6.5,0.013556258,,
380710,13.6,0.029597831,,
380711,33.8,0.075237235,,
380714,12,0.025982829,,
380719,3.65,0.007117036,,
380725,21.8,0.048124718,,
380748,14.3,0.031179394,,
380750,33.45,0.074446453,,
380752,5.3,0.010845007,,
380756,42.75,0.095458653,,
380757,12.65,0.027451423,,
380766,34.4,0.07659286,,
380773,24.75,0.054789878,,
380778,16.8,0.036827836,,
380787,8.9,0.018978762,,
380791,73.9,0.165838229,,
380803,11.2,0.024175328,,
380807,4.3,0.00858563,,
380811,7.2,0.015137822,,
380812,8.35,0.017736105,,
380817,41,0.091504745,,
380839,6.2,0.012878446,,
380841,39.3,0.087663805,,
380843,19.8,0.043605965,,
380844,29.2,0.064844103,,
380846,3.6,0.007004067,,
380848,28.9,0.06416629,,
380868,25.05,0.055467691,,
380874,106.5,0.2394939,,
380885,10.55,0.022706733,,
380886,17.7,0.038861274,,
380895,10.3,0.022141889,,
380897,19.85,0.043718934,,
380923,34.25,0.076253954,,
380931,35.55,0.079191143,,
380942,4.05,0.008020786,,
380946,12.3,0.026660642,,
380947,23.7,0.052417533,,
380949,35.4,0.078852237,,
380958,8.2,0.017397198,,
380978,36,0.080207863,,
380982,10.15,0.021802982,,
380985,4.65,0.009376412,,
381001,35.4,0.078852237,,
381010,19.2,0.042250339,,
381015,7.2,0.015137822,,
381021,20.85,0.04597831,,
381060,53.7,0.120198825,,
381065,34.4,0.07659286,,
381066,23.9,0.052869408,,
381076,26.6,0.058969724,,
381087,55.35,0.123926796,,
381106,32.75,0.072864889,,
381108,3.2,0.006100316,,
381111,15.6,0.034116584,,
381112,33,0.073429733,,
381116,4.5,0.009037506,,
381119,12.1,0.026208766,,
381120,8.3,0.017623136,,
381125,8,0.016945323,,
381126,4.8,0.009715319,,
381133,13.4,0.029145956,,
381151,16.6,0.03637596,,
381161,6.3,0.013104383,,
381169,12.5,0.027112517,,
381176,6.4,0.013330321,,
381184,34.2,0.076140985,,
381189,13.9,0.030275644,,
381191,18,0.039539087,,
381192,6.25,0.012991414,,
381195,16.45,0.036037054,,
381217,27.2,0.06032535,,
381219,25.4,0.056258473,,
381221,4.1,0.008133755,,
381232,14.6,0.031857207,,
381245,4.95,0.010054225,,
381250,13.1,0.028468143,,
381272,9.8,0.021012201,,
381293,9.45,0.020221419,,
381303,9.3,0.019882512,,
381305,12.55,0.027225486,,
381310,6.05,0.012539539,,
381320,16.05,0.035133303,,
381325,45.4,0.101446001,,
381330,24.8,0.054902847,,
381334,17.8,0.039087212,,
381341,24.6,0.054450972,,
381350,4.75,0.00960235,,
381352,12.4,0.026886579,,
381364,46.5,0.103931315,,
381365,25.05,0.055467691,,
381367,17,0.037279711,,
381373,5.35,0.010957976,,
381380,6.7,0.014008134,,
381390,19.25,0.042363308,,
381396,5.7,0.011748757,,
381411,5,0.010167194,,
381421,10.1,0.021690014,,
381427,72.6,0.162901039,,
381431,5.9,0.012200633,,
381437,16.7,0.036601898,,
381444,22.35,0.049367375,,
381446,50.9,0.113872571,,
381456,11.4,0.024627203,,
381457,17,0.037279711,,
381461,11.2,0.024175328,,
381466,10.9,0.023497515,,
381471,21.7,0.04789878,,
381473,5.45,0.011183913,,
381475,3.2,0.006100316,,
381481,6.3,0.013104383,,
381482,9.9,0.021238138,,
381497,33.8,0.075237235,,
381508,47.6,0.106416629,,
381517,6.6,0.013782196,,
381526,22.7,0.050158156,,
381544,16.2,0.03547221,,
381552,20.2,0.044509715,,
381564,15.6,0.034116584,,
381565,4.25,0.008472662,,
381566,4.35,0.008698599,,
381570,8.9,0.018978762,,
381586,22.6,0.049932219,,
381603,11.7,0.025305016,,
381611,9.6,0.020560325,,
381612,41.75,0.093199277,,
381614,24.1,0.053321283,,
381620,15.8,0.034568459,,
381629,5.65,0.011635789,,
381695,3.65,0.007117036,,
381696,57.75,0.1293493,,
381698,4.75,0.00960235,,
381705,12.6,0.027338455,,
381727,10,0.021464076,,
381736,11.5,0.024853141,,
381747,8.9,0.018978762,,
381763,5.65,0.011635789,,
381765,7,0.014685947,,
381768,19.65,0.043267058,,
381773,51.1,0.114324446,,
381782,15.4,0.033664709,,
381783,192.5,0.433800271,,
381788,13.3,0.028920018,,
381789,29.4,0.065295978,,
381800,16,0.035020334,,
381803,8,0.016945323,,
381806,17.6,0.038635337,,
381810,10.8,0.023271577,,
381821,7.8,0.016493448,,
381826,11.8,0.025530953,,
381831,14.2,0.030953457,,
381832,17.4,0.038183461,,
381845,38.2,0.085178491,,
381850,26.4,0.058517849,,
381864,9.2,0.019656575,,
381876,9.25,0.019769544,,
381884,9.6,0.020560325,,
381887,9.8,0.021012201,,
381893,13.8,0.030049706,,
381898,22.1,0.048802531,,
381906,30.2,0.067103479,,
381909,2.1,0.003615002,,
381911,25.7,0.056936286,,
381916,12.3,0.026660642,,
381936,16.8,0.036827836,,
381937,16.95,0.037166742,,
381940,6.75,0.014121103,,
381957,13.95,0.030388613,,
381960,7.8,0.016493448,,
381969,13.5,0.029371893,,
381976,60.2,0.134884772,,
381977,37.85,0.084387709,,
381979,2.7,0.004970628,,
381983,10.15,0.021802982,,
381984,20.9,0.046091279,,
381985,53.4,0.119521012,,
381986,5.9,0.012200633,,
382008,8.5,0.018075011,,
382015,6.7,0.014008134,,
382017,7.75,0.016380479,,
382024,25.2,0.055806597,,
382027,34.95,0.077835517,,
382035,5.6,0.01152282,,
382040,16.2,0.03547221,,
382041,8.15,0.01728423,,
382055,15.05,0.032873927,,
382062,12.9,0.028016268,,
382063,13,0.028242205,,
382064,13.1,0.028468143,,
382069,23.2,0.051287845,,
382110,17.05,0.03739268,,
382125,18.15,0.039877994,,
382126,39.9,0.089019431,,
382128,143.85,0.323881609,,
382131,15.75,0.03445549,,
382147,6,0.01242657,,
382150,40.8,0.091052869,,
382154,45,0.10054225,,
382157,22.8,0.050384094,,
382159,5.6,0.01152282,,
382161,4.9,0.009941256,,
382167,8.65,0.018413918,,
382170,7.3,0.01536376,,
382199,9.6,0.020560325,,
382205,33.6,0.074785359,,
382209,12.3,0.026660642,,
382216,18,0.039539087,,
382220,11.7,0.025305016,,
382221,18.2,0.039990962,,
382226,11.85,0.025643922,,
382233,16.6,0.03637596,,
382236,10.4,0.022367826,,
382238,55.4,0.124039765,,
382239,3.5,0.006778129,,
382250,3.25,0.006213285,,
382255,11.7,0.025305016,,
382258,24.25,0.05366019,,
382259,9.9,0.021238138,,
382268,26.1,0.057840036,,
382273,6.4,0.013330321,,
382274,18.35,0.040329869,,
382286,7.9,0.016719385,,
382295,11.25,0.024288296,,
382303,35.6,0.079304112,,
382319,9.3,0.019882512,,
382320,17.25,0.037844555,,
382321,9.75,0.020899232,,
382327,6.1,0.012652508,,
382333,8,0.016945323,,
382339,10.6,0.022819702,,
382340,5.7,0.011748757,,
382346,6,0.01242657,,
382351,5.5,0.011296882,,
382358,51.9,0.116131948,,
382365,25.5,0.05648441,,
382368,46.1,0.103027564,,
382381,8.9,0.018978762,,
382386,14.5,0.03163127,,
382391,3.4,0.006552192,,
382396,11.7,0.025305016,,
382397,3.1,0.005874379,,
382409,14.9,0.03253502,,
382413,6.6,0.013782196,,
382431,12.6,0.027338455,,
382437,31.5,0.070040669,,
382438,10.15,0.021802982,,
382442,4.2,0.008359693,,
382448,5.5,0.011296882,,
382450,12.05,0.026095798,,
382451,7.55,0.015928604,,
382454,5.9,0.012200633,,
382464,4.4,0.008811568,,
382471,19.35,0.042589245,,
382492,10.85,0.023384546,,
382494,15.6,0.034116584,,
382495,9.5,0.020334388,,
382504,74.5,0.167193854,,
382507,9.05,0.019317668,,
382522,88.4,0.198599187,,
382525,7.6,0.016041573,,
382535,62.6,0.140307275,,
382546,12.9,0.028016268,,
382560,35.6,0.079304112,,
382567,27.3,0.060551288,,
382571,7.5,0.015815635,,
382576,27.75,0.061568007,,
382601,7.8,0.016493448,,
382605,16.1,0.035246272,,
382610,14.85,0.032422052,,
382617,4.15,0.008246724,,
382634,23.4,0.05173972,,
382646,12,0.025982829,,
382648,8.2,0.017397198,,
382657,27.6,0.061229101,,
382658,9.5,0.020334388,,
382668,3.9,0.00768188,,
382676,13.5,0.029371893,,
382699,27.15,0.060212381,,
382705,34.3,0.076366923,,
382711,4.15,0.008246724,,
382714,29.8,0.066199729,,
382718,16,0.035020334,,
382733,24.7,0.054676909,,
382741,37.75,0.084161771,,
382744,7.35,0.015476728,,
382746,8.35,0.017736105,,
382760,11,0.023723452,,
382767,5.05,0.010280163,,
382778,13.65,0.0297108,,
382782,21.3,0.046995029,,
382798,11.1,0.02394939,,
382799,30.9,0.068685043,,
382803,3.1,0.005874379,,
382811,10.4,0.022367826,,
382819,72.8,0.163352915,,
382820,11.5,0.024853141,,
382829,14,0.030501582,,
382830,18.9,0.041572526,,
382840,35.5,0.079078174,,
382844,4.35,0.008698599,,
382860,11.2,0.024175328,,
382870,37.4,0.08337099,,
382872,52.1,0.116583823,,
382878,7.8,0.016493448,,
382886,21.6,0.047672842,,
382887,12.5,0.027112517,,
382895,33.3,0.074107546,,
382910,27.35,0.060664257,,
382929,33,0.073429733,,
382942,21.15,0.046656123,,
382960,14.7,0.032083145,,
382965,16.1,0.035246272,,
382979,23.4,0.05173972,,
382981,17.6,0.038635337,,
382988,18.2,0.039990962,,
383006,9.6,0.020560325,,
383017,5.9,0.012200633,,
383021,26.4,0.058517849,,
383031,23.1,0.051061907,,
383033,109.8,0.246949842,,
383034,30.8,0.068459105,,
383039,4.85,0.009828287,,
383041,23.2,0.051287845,,
383055,89.8,0.201762314,,
383058,5.6,0.01152282,,
383061,13,0.028242205,,
383063,6.1,0.012652508,,
383089,15.75,0.03445549,,
383090,12.45,0.026999548,,
383097,10.7,0.023045639,,
383099,13.25,0.028807049,,
383110,12.3,0.026660642,,
383127,16.3,0.035698147,,
383134,17.3,0.037957524,,
383144,13.8,0.030049706,,
383148,14.9,0.03253502,,
383168,96.25,0.216335291,,
383174,4.75,0.00960235,,
383180,27.8,0.061680976,,
383185,7.7,0.01626751,,
383194,15.3,0.033438771,,
383221,7.25,0.015250791,,
383248,6.5,0.013556258,,
383257,13.65,0.0297108,,
383262,24.15,0.053434252,,
383275,14.5,0.03163127,,
383290,58.65,0.131382738,,
383300,9.2,0.019656575,,
383301,109.5,0.246272029,,
383311,102,0.229326706,,
383318,49.8,0.111387257,,
383335,10.4,0.022367826,,
383359,12.65,0.027451423,,
383361,7.2,0.015137822,,
383377,40,0.089245368,,
383381,10.6,0.022819702,,
383387,64.6,0.144826028,,
383394,7.35,0.015476728,,
383399,15.3,0.033438771,,
383401,5.1,0.010393131,,
383421,19.1,0.042024401,,
383425,27.7,0.061455038,,
383427,19.8,0.043605965,,
383454,4.3,0.00858563,,
383456,5.2,0.010619069,,
383459,15.1,0.032986896,,
383466,12.7,0.027564392,,
383475,14.25,0.031066426,,
383476,11.7,0.025305016,,
383478,8.2,0.017397198,,
383484,31.5,0.070040669,,
383499,21.65,0.047785811,,
383501,23.5,0.051965657,,
383510,18.3,0.0402169,,
383513,14.1,0.030727519,,
383517,18.2,0.039990962,,
383526,41.4,0.092408495,,
383529,29.3,0.065070041,,
383542,16.9,0.037053773,,
383552,4.5,0.009037506,,
383553,10,0.021464076,,
383558,15.8,0.034568459,,
383567,17.9,0.03931315,,
383574,6.75,0.014121103,,
383585,21.8,0.048124718,,
383588,55.75,0.124830547,,
383597,9.35,0.019995481,,
383605,12.4,0.026886579,,
383623,5.75,0.011861726,,
383661,7.15,0.015024853,,
383663,36.6,0.081563488,,
383671,21,0.046317216,,
383675,46.6,0.104157253,,
383677,9.55,0.020447357,,
383685,88.2,0.198147311,,
383694,35.1,0.078174424,,
383707,11.25,0.024288296,,
383709,30,0.066651604,,
383717,5.3,0.010845007,,
383732,23,0.050835969,,
383739,37.8,0.08427474,,
383754,8.9,0.018978762,,
383785,7.2,0.015137822,,
383786,30.2,0.067103479,,
383788,7.65,0.016154541,,
383794,16.6,0.03637596,,
383800,4.7,0.009489381,,
383801,23.5,0.051965657,,
383804,15.5,0.033890646,,
383807,27.6,0.061229101,,
383812,36.9,0.082241301,,
383817,13.7,0.029823769,,
383834,25.3,0.056032535,,
383844,21.5,0.047446905,,
383845,54.15,0.121215545,,
383852,9.5,0.020334388,,
383855,18.2,0.039990962,,
383856,4.4,0.008811568,,
383857,4.85,0.009828287,,
383861,9.3,0.019882512,,
383869,12.9,0.028016268,,
383879,20.35,0.044848622,,
383892,5.75,0.011861726,,
383896,10.35,0.022254858,,
383908,7.5,0.015815635,,
383923,11.4,0.024627203,,
383924,54.85,0.122797108,,
383941,63.1,0.141436963,,
383953,7.75,0.016380479,,
383956,27.2,0.06032535,,
383957,8.5,0.018075011,,
383968,2.85,0.005309535,,
383971,13.3,0.028920018,,
383975,8.4,0.017849074,,
384003,18.8,0.041346588,,
384004,72.3,0.162223226,,
384005,11.4,0.024627203,,
384012,9.05,0.019317668,,
384014,8.75,0.018639855,,
384025,17.2,0.037731586,,
384034,16.2,0.03547221,,
384038,7.2,0.015137822,,
384041,19.25,0.042363308,,
384058,26.6,0.058969724,,
384065,36.8,0.082015364,,
384070,12.5,0.027112517,,
384082,10.6,0.022819702,,
384086,118.75,0.267171261,,
384091,17.3,0.037957524,,
384092,6.35,0.013217352,,
384093,40.8,0.091052869,,
384099,6.95,0.014572978,,
384110,3.8,0.007455942,,
384113,1.7,0.002711252,,
384116,42.45,0.09478084,,
384119,7.2,0.015137822,,
384122,13,0.028242205,,
384123,7.15,0.015024853,,
384134,1.45,0.002146408,,
384135,27.25,0.060438319,,
384138,38.9,0.086760054,,
384140,28.8,0.063940352,,
384153,15.3,0.033438771,,
384154,48,0.10732038,,
384156,7.5,0.015815635,,
384171,9.25,0.019769544,,
384179,33.95,0.075576141,,
384180,20.75,0.045752372,,
384185,14.4,0.031405332,,
384195,56.6,0.126751017,,
384200,59.7,0.133755084,,
384217,21,0.046317216,,
384220,4.75,0.00960235,,
384226,5.35,0.010957976,,
384229,8,0.016945323,,
384245,41.1,0.091730682,,
384246,32.4,0.072074108,,
384248,7.7,0.01626751,,
384249,43.8,0.097830999,,
